URL,Header,Tags,Paragraphs
https://td.byui.edu/SBTDClient/79/ITHelpCenter/KB/ArticleDet?ID=8512,BYUI Login Error,BYUI-login login-errors error-when-logging-in error byui-error canvas-login new-student-canvas-error new-student-unable-to-login canvas-login-error error-logining-into-canvas login-loop account-holds login-error unable-to-sign-in the-page-you-are-requesting you-do-not-have-permission student-unable-to-login byui-login-error you-may-not-have-the-required-permissions sign-in-error byui-sign-in-error my-byui-edu,"Issue    Environment    Resolution for Tier 1     If a requestor is having this issue, do the following:    If the user is following a link to get to my.byui.edu, verify if the user can log into https://my.byui.edu directly by putting it into the browser’s address bar. If they can sign in directly, record the link the user was using when they were not able to sign in and pass it on to the site owner to get resolved. Refer to the BYUI Website Issue KB on who to escalate to.    In a fresh incognito window, verify if the user can log into secure.byui.edu    Escalation    If they cannot login using an incognito window, escalate to the Identity Management (Tier 3).    If they can login using an incognito window, escalate to Student Information System- SIS (Tier 3).    Before escalating the ticket, make sure you have enough details in the description for Tier 3 to fully understand the issue. Include the following:     1. Go to https://www.byui.edu/transcripts/transcripts-official-or-unofficial.
2. Click Access now link under Unofficial.
3. Sign in using your BYU-Idaho credentials.
4. The user gets the error here."
https://td.byui.edu/SBTDClient/79/ITHelpCenter/KB/ArticleDet?ID=11827,BYU-I Websites Blocked by Third-Party Applications or Plugins,anti-virus SJ-Pulse byu-i-blocked byui-blocked website-closed-the-connection anti-virus-blocking-byui byui-unitentionally-blocked Site cant be reached site-cant this-site cant-be-reached this-site-cant-be-reached duo duo-blank-screen duo-blocked,"Issue         Environment    Resolution for TIER 1     The above error can occur for many different, contributing issues. But at its core, the error occurs when some program, plug-in or other is blocking the target website or is being blocked by the target website.     Basic Troubleshooting    First try the Basic Troubleshooting Steps to make sure that is something requiring more attention.     AntiVirus Software    Note: Offer a Zoho screen-sharing session for the next following solutions    Check if the requester is running any Anti-Virus Software that could incorrectly be flagging BYU-Idaho's' sites as ""dangerous."" These softwares can include (but are not limited to):     Try to ""allow"" or ""make an exception"" for byui.edu in the anti-virus software's settings. In most cases, disabling a ""web shield"", ""firewall"" or ""web content filtering"" should do the trick. The example below is from ""Avast""        End Specific or Suspicious Background Tasks in Task Manager    Some application or ""Tasks"" interfere with peoples' web browsing. To see this, open Task Manager (Ctrl + Alt + Delete) and look for process running that seem ""out-of-the-ordinary"". You can also look in the ""System Tray"" on Windows to see other hidden programs running, this is located on the bottom right of the screen        Survey Junkie Pulse or ""SJ Pulse""    An application that has historically blocked access the BYU-Idaho website access is ""SJ Pulse"" or ""Survey Junkie Pulse Program."" It has caused a lot of people issues with accessing websites in general.     SJ Pulse is a service that records users' web browsing activities in exchange for points, that can later be redeemed for rewards like real money. (gift cards, PayPal, etc.) Due to privacy laws, users must opt-in to SJ Pulse and install a browser extension to earn those rewards. The extension actually comes in the form of a desktop application that will run in the background.        While looking at Task Manager, search for SJ Pulse, ""End"" that task, and try accessing the blocked website again. This should solve the requestor's issue.    Note: SJ Pulse is marked by BYU-Idaho's firewall as a potentially dangerous virus or software that will steal their information. Advise the requestor not to have SJ Pulse.     Escalation    If the student is on campus, you can recommend them to go to the MC Help Desk if their problem is still not solved after remote help."
https://td.byui.edu/SBTDClient/79/ITHelpCenter/KB/ArticleDet?ID=11225,Change Information in BYUI Employee Directory,update workday BYUI-employee change-address contact-information BYUI-faculty change-phone BYUI-directory picture change-picture update-picture update-workday-information,"Issue     Environment     Resolution        In order to change their directory information, the requestor will need to login to Workday and do the following:    1. Click on the picture on the top right of the screen once in Workday
2. Click ""View Profile""    
3. On the left hand side, under the picture, click on ""Actions""    
4. Scroll down to ""Personal Data"" and then hover over to ""Change Contact Information""    
5. Scroll down to ""Alternate Work Location"" and click on the pencil (edit) icon    
6. Make the necessary changes and then click the checkmark icon and the changes will be saved        It will take at least 24 hours for the changes to show up in the BYUI Directory.    Escalation    If this doesn't work, send to Workday (Tier 3)."
https://td.byui.edu/SBTDClient/79/ITHelpCenter/KB/ArticleDet?ID=9301,Common Issues With Newly Admitted Students,email Messaging access-I-Learn-course canvas track-assignment new-students newly-admitted new-student-common-questions Applicant applicant-student new-student recently-admitted student new cant-log-in create-byui-account accept-track-assignment,"Issue     Environment    Resolution for Tier 1    If students call and they complain about any of the following:     It will be helpful to ask them if they recently got admitted. The admission acceptance process is as follows:    If they did that, tell them that they will have access to all their stuff before the semester starts. We do not have an exact time frame of when the system will start to recognize them as this is different for every new student. You can also advise them to regularly check to see if they have been granted access.     If they received the admission email but have not taken the above steps, walk them through the process. If they are anable to locate the email or they have any issues with the acceptance process, contact Admissions (ext 1300).    Escalation    If the semester has started and they still have those issues create a ticket and send it to the following teams:"
https://td.byui.edu/SBTDClient/79/ITHelpCenter/KB/ArticleDet?ID=9667,Common Questions for New International Students,Registration International-student international-services Questions-about-their-999-number Making-payment Online-Apllication-Questions BYUI-student-Account Questions-about-Applying,"Issue     Environment     Resolution for Tier 1    Online Application questions     International students that want to attend BYU-I can find information about how to apply online through  Admissions. Questions about applying and admission to BYU-I should be directed to the Admissions office.    Admissions E-mail Address -  admissions@byui.edu
Admissions Phone Number - (208) 496-1300    Making Payment     International Students that are having issues with making online payments to their account, should first be referred to the international office to verify that everything on their end is correct. Once this has been verified, if the student continues to have the issue they should email the Bursar's office.     Bursar's E-mail Address: bursarstudent@byui.edu    If the student is having issues with Western Union, call Justin Egbert in the Cashier's office at 208-496-1960. He might be able to help.         Question About their 999-Number     If students have questions about their 999 number, or do not know their 999 number, refer to the KB below to assist them with their questions.    The 999 - Number    Registration for classes    New international students should register for classes before coming to BYU-Idaho. For questions regarding enrollment requirements, refer them to contact International Services.    International Service E-mail: international@byui.edu
International Service  Phone: (208) 496-1320"
https://td.byui.edu/SBTDClient/79/ITHelpCenter/KB/ArticleDet?ID=8749,Creating Student/Employee Spouse Accounts,student-spouse-card Fitness-Center student-spouses student-spouses-gym-reservations gym-reservations student-spouse-accounts how-to-create-a-student-spouse-account byui-account byui-account-access creating-a-studnet-spouse-account student-spouse-account husband-wife-accounts help-creating-account-for-gym-access fitness-center-for-spouses spouses-unable-to-create-gym-reservations student-spouse employee-spouse employee-spouse-card employee-spouse-account,"Issue    Environment    Resolution for Tier 1    Employee Spouse     If an employee spouse needs an account or I-card, they will need to contact Human Resources. They can call or go in person, and HR will take care of everything from there. Their phone number is (208) 496-1700 and their office is located in Kimball 226.    Student Spouse        Create an account for the student spouse through the spouse's current student account:    1. Sign in to my.byui.edu.        2. Click on ""View Profile"".        3. Next, click ""Change"" to the right of ""Marital Status"".        4. If your spouse is a non-student, there should be an option to create an account for them.        5. Fill out the required information and select ""Create & Print Form"" before continuing.        6. You will need to upload pictures of the requested ""Create Non-Student Spouse Account"" and ""Marriage License"" Forms. You will first be shown a sample, then asked to upload your own images.            7. Lastly, confirm the information is correct before selecting ""Finished"".        If you do not want to create an account for your non-student spouse, follow the normal process for changing your Marital Status, starting with requesting your desired status change.        Next, upload the required documents.        Lastly, confirm your information is correct and then select ""Finished"".            Escalation    If these steps do not work, send the requestor to Students Records and Registration (Ex. 1021), they will be able to assist them adding their spouse to the system."
https://td.byui.edu/SBTDClient/79/ITHelpCenter/KB/ArticleDet?ID=10481,Disabled iPads,iPad Employee-Ipad Disabled-iPads Department-iPads,"Issue     Environment     Cause    IT has been doing inventory and these users did not respond. IT disabled the iPad from the network in order to have them reach out to us to verify where the iPad is and that it has not been stolen.    Resolution for TIER 1        If you receive a call from a full-time employee that cannot log in to their iPad -    Obtain the following:    1. Name    2. Department    3. Email    4. Phone Number    5. Asset tag (should be on the back of the iPad). If there is no asset tag, ask for the serial number that is on the back of the iPad.    Let them know that we will send the ticket to the engineer and that it will be enabled shortly.        Escalation     Create a ticket and assign it to Bill Lewis."
https://td.byui.edu/SBTDClient/79/ITHelpCenter/KB/ArticleDet?ID=8989,Ecclesiastical Endorsement Hold,ecclesiastical-endorsement applications-ecclesiastical-endorsement ecclesiastical-leaders helping-bishops-with-ecclesiastical-endorsements endorsement-error unable-to-see-ecclesiastical-endorsement students-needing-help-with-ecclesiastical-endorsements issues-with-ecclesiastical-endorsements bishop-not-recieving-ecclesiastical-endorsement student-endorsements student-needing-ecclesiastical-endorsement,"Issue    Environment    Resolution for TIER 1    Ensure that the student filled out the request correctly.        As part of the CES endorsement policy and procedure changes announced on August 24, 2023, priesthood leaders should now use the Church's system to report continuing student endorsements for BYU-Idaho. (You can read details of this announcement in the Church Newsroom article.)    Refer a student or Leader (Bishop/Branch President) to the Honor Office's Student Ecclesiastical Endorsements page for links to fill out or approve an Ecclesiastical Endorsement. The page will also answer frequently asked questions about Ecclesiastical Endorsements and provide contact information for the Honor Office at the bottom of the page.     Escalation"
https://td.byui.edu/SBTDClient/79/ITHelpCenter/KB/ArticleDet?ID=6612,Ecclesiastical Visitor Accounts,visitor-accounts requesting-a-visitor-account escalating-ecclesiastical-visitor-accounts byui-accounts byui-visitor-account bishop-needs-account church-leader-needing-account church-leaders bishops I-card-for-bishops I-card-for-church-leaders I-card-for-ecclesiastical-leaders Ecclesiastical-leaders-account church-leader-accounts,"Issue    Environment    Resolution for Tier 1    If a temporary account for an ecclesiastical leader (bishop or counselor etc.) needs to be created, we need to have the requestor reach out to the Dean of Students Department.     If an ecclesiastical leader forgot their login information, they also need to reach out to the Dean of Students Office.    Escalation     N/A"
https://td.byui.edu/SBTDClient/79/ITHelpCenter/KB/ArticleDet?ID=11689,Faculty Tab Overview,Faculty schedule faculty-tab student-information course-authorization Overview I-Number professor class-management-tools faculty-resources employee-access course-schedule unofficial-transcripts Grade-change travel-office academic-support-center student-records learning-and-teaching grade-entry related-links-faculty-tab class-rolls pictoral-class-list seating-chart student-names-flashcards curriculum-development faculty-development-plan copy-spot faculty-association faculty-guide room-schedule faculty-development-and-mentored-research testing-services harvard-manage-mentor testing-assessment-record-system TARS i-plan-mentoring-tool,"Issue     Environment     Resolution for TIER 1     Analysts often get professors calling in with questions about their ""Faculty"" tab. This article gives an overview of what that tab looks like and what tools it has.    Main ""Faculty"" Tab Page        To the left of the page, we can see the main menu options. Two of which are most commonly related to the calls the IT Service Desk handles:    To the right, we can see the ""Grade Entry"" and ""Related Links"" boxes.     ""Grade Entry"" box:        ""Related Links"" box:        This box includes:"
